""	"Featureid2"	"Featureid"	"tubeID"	"IndID"	"NestID"	"SampleForm"	"Age"	"SimpleAge"	"Stage1"	"SampleForm2"	"EggViability"	"IE_XE"	"Poo_Cloaca"	"EmbrioMortality"	"TurtleMortalityRate"	"DayDeath"	"Worm"	"Eye"	"Bloated"	"DeformedPls"	"W"	"PW"	"PL"	"CW"	"CL"	"WT"	"VisualInsp"	"TEFPCR"	"PCRControl"	"Stage"	"betadist"	"source"	"Unknown"	"SampleFrom"
"144"	"3006"	"3006"	"Pu.NHE64"	"NHE64"	"30"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"HVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviH"	"EFiPos"	"Sample"	"UnhatchedEgg"	21.6833826079898	0.28132	0.71868	"Inner eggshell"
"145"	"3007"	"3007"	"Pu.NHE65"	"NHE65"	"30"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"HVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviH"	"EFiPos"	"Sample"	"UnhatchedEgg"	18.1988517628215	0.03099	0.96901	"Inner eggshell"
"146"	"502"	"502"	"Pu.NHE40"	"NHE40"	"5"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"RVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiPos"	"Sample"	"UnhatchedEgg"	22.2420892252917	0.85212	0.14788	"Inner eggshell"
"147"	"601"	"601"	"Pu.ACN6H1"	"H1N6"	"6"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	"9"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	22.0985892150883	0.84735	0.15265	"Inner eggshell"
"148"	"602"	"602"	"Pu.ACN6T1.0"	"H1N6"	"6"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"RVE"	NA	"C"	"H"	"MM"	"9"	"A"	"P"	"A"	"A"	16	"2,7"	"3,9"	"3,2"	"4,2"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	16.1824183672263	0.45246	0.54754	"Hatchling cloaca"
"149"	"603"	"603"	"Pu.ACN6T1.1"	"H1N6"	"6"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"MM"	"9"	"A"	"P"	"A"	"A"	16	"2,6"	"4"	"3,6"	"4,3"	"25,8"	"HviH"	"HFiNeg"	"Sample"	"day5"	33.0735630649565	0.05887	0.94113	"Hatchling cloaca"
"150"	"604"	"604"	"Pu.ACN614.2"	"H1N6"	"6"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"MM"	"9"	"A"	"P"	"A"	"A"	17	"2,7"	"4"	"3,7"	"4,3"	"25,9"	"HviH"	"HFiNeg"	"Sample"	"day10"	30.6132649605178	0.0228	0.9772	"Hatchling cloaca"
"151"	"605"	"605"	"Pu.ACN6H2"	"H2N6"	"6"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	"12"	NA	NA	"A"	"A"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	22.1107261623914	0.71775	0.28225	"Inner eggshell"
"152"	"606"	"606"	"Pu.ACN6T2.0"	"H2N6"	"6"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"RVE"	NA	"P"	"H"	"MM"	"12"	"A"	"P"	"A"	"A"	17	"2,8"	"4"	"3,7"	"4,4"	NA	"HviH"	"HFiNeg"	"Sample"	"day0"	24.1049753767568	0.65226	0.34774	"Hatchling cloaca"
"153"	"607"	"607"	"Pu.ACN6T2.1"	"H2N6"	"6"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"MM"	"12"	"A"	"P"	"A"	"A"	17	"2,9"	"4,1"	"3,9"	"4,4"	"25,8"	"HviH"	"HFiNeg"	"Sample"	"day5"	32.6735235651978	0.01255	0.98745	"Hatchling cloaca"
"154"	"608"	"608"	"Pu.ACN6T2.2"	"H2N6"	"6"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"MM"	"12"	"A"	"P"	"A"	"A"	17	"2,9"	"4,1"	"3,9"	"4,5"	"25,9"	"HviH"	"HFiNeg"	"Sample"	"day10"	32.7291472175269	0.00317	0.99683	"Hatchling cloaca"
"155"	"609"	"609"	"Pu.ACN6H3"	"H3N6"	"6"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"A"	"P"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	24.2928734002148	0.75961	0.24039	"Inner eggshell"
"156"	"611"	"611"	"Pu.ACN6T3.1"	"H3N6"	"6"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"P"	16	"2,7"	"4"	"3,6"	"4,2"	"25,8"	"HviH"	"HFiNeg"	"Sample"	"day5"	34.1780098411018	0.00465	0.99535	"Hatchling cloaca"
"157"	"612"	"612"	"Pu.ACN6T3.2"	"H3N6"	"6"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"P"	17	"2,8"	"4"	"3,8"	"4,4"	"24,1"	"HviH"	"HFiNeg"	"Sample"	"day10"	32.0324205741831	0.00498	0.99502	"Hatchling cloaca"
"158"	"613"	"613"	"Pu.ACN6T3.3"	"H3N6"	"6"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"P"	17	"2,9"	"4"	"3,8"	"4,4"	"26,5"	"HviH"	"HFiNeg"	"Sample"	"day15"	35.3054713978026	0.00016	0.99984	"Hatchling cloaca"
"159"	"614"	"614"	"Pu.ACN6T3.4"	"H3N6"	"6"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"A"	"P"	17	"2,9"	"4"	"3,8"	"4,4"	"24,3"	"HviH"	"HFiNeg"	"Sample"	"day20"	27.5649274890933	0.00023	0.99977	"Hatchling cloaca"
"160"	"616"	"616"	"Pu.ACN6H4"	"H4N6"	"6"	"Egg"	"Egg"	"Egg"	"HatchedEgg"	"Turtle"	"RVE"	"IE"	NA	"H"	NA	">30"	NA	NA	"P"	"P"	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiNeg"	"Sample"	"HatchedEgg"	25.7632506740027	0.43168	0.56832	"Inner eggshell"
"161"	"617"	"617"	"Pu.ACN6T4.0"	"H4N6"	"6"	"Turtle"	"0"	"<5"	"day0"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	16	"2,5"	"3,8"	"3,3"	"4,1"	NA	"HviUn"	"HFiNeg"	"Sample"	"day0"	26.119910897379	0.65923	0.34077	"Hatchling cloaca"
"162"	"618"	"618"	"Pu.ACN6T4.1"	"H4N6"	"6"	"Turtle"	"5"	"5"	"day5"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	17	"2,7"	"4"	"3,7"	"4,3"	"25,9"	"HviUn"	"HFiNeg"	"Sample"	"day5"	35.9506788563401	0.09782	0.90218	"Hatchling cloaca"
"163"	"619"	"619"	"Pu.ACN6T4.2"	"H4N6"	"6"	"Turtle"	"10"	"10"	"day10"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	17	"2,7"	"4"	"3,7"	"4,3"	"24,5"	"HviUn"	"HFiNeg"	"Sample"	"day10"	32.7061787853174	0.01294	0.98706	"Hatchling cloaca"
"164"	"620"	"620"	"Pu.ACN6T4.3"	"H4N6"	"6"	"Turtle"	"15"	">10"	"day15"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	17	"2,7"	"4,1"	"3,8"	"4,4"	"26,1"	"HviUn"	"HFiNeg"	"Sample"	"day15"	32.6841565592846	0.00782	0.99218	"Hatchling cloaca"
"165"	"621"	"621"	"Pu.ACN6T4.4"	"H4N6"	"6"	"Turtle"	"20"	">10"	"day20"	"Turtle"	"RVE"	NA	"C"	"H"	"LM"	">30"	"A"	"A"	"P"	"P"	17	"2,7"	"4,1"	"3,8"	"4,4"	"23,1"	"HviUn"	"HFiNeg"	"Sample"	"day20"	29.766025816832	3e-05	0.99997	"Hatchling cloaca"
"166"	"901"	"901"	"Pu.NHE22"	"NHE22"	"9"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"HVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviH"	"EFiNeg"	"Sample"	"UnhatchedEgg"	17.9596249660836	0.354	0.646	"Inner eggshell"
"167"	"902"	"902"	"Pu.NHE23"	"NHE23"	"9"	"Egg"	"Embryo"	"Unhatched"	"UnhatchedEgg"	"Turtle"	"RVE"	"IE"	NA	NA	NA	NA	NA	NA	"A"	NA	NA	NA	NA	NA	NA	NA	"EviUn"	"EFiPos"	"Sample"	"UnhatchedEgg"	20.1303892860982	0.1635	0.8365	"Inner eggshell"
"168"	"W1-2"	"W1-2"	"W1.2"	"W1-2"	"Environment"	"Env"	"EnvWater"	"EnvWater"	"RiverEnvironment"	"Environment"	"Env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"25,3"	"Env"	"EnvFiNeg"	"Sample"	"RiverEnvironment"	30.6883559518833	0.00029	0.99971	"Env"
"169"	"W1-3"	"W1-3"	"W1.3"	"W1-3"	"W1-3"	"Env"	"EnvWater"	"EnvWater"	"RiverEnvironment"	"Environment"	"Env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"26,5"	"Env"	"EnvFiNeg"	"Sample"	"RiverEnvironment"	23.6002914681808	0.0015	0.9985	"Env"
"170"	"W2-3"	"W2-3"	"W2.3"	"W2-3"	"W2-3"	"Env"	"EnvWater"	"EnvWater"	"RiverEnvironment"	"Environment"	"Env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"24,9"	"Env"	"EnvFiNeg"	"Sample"	"RiverEnvironment"	25.5392095775989	0.00073	0.99927	"Env"
"171"	"W3-2"	"W3-2"	"W3.2"	"W3-2"	"W3-2"	"Env"	"EnvWater"	"EnvWater"	"RiverEnvironment"	"Environment"	"Env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"24,5"	"Env"	"EnvFiNeg"	"Sample"	"RiverEnvironment"	31.5455635924474	0.01232	0.98768	"Env"
"172"	"W3-3"	"W3-3"	"W3.3"	"W3-3"	"W3-3"	"Env"	"EnvWater"	"EnvWater"	"RiverEnvironment"	"Environment"	"Env"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"24,8"	"Env"	"EnvFiNeg"	"Sample"	"RiverEnvironment"	29.2163179051644	0.00265	0.99735	"Env"
